  0.00000E+00   7.57410E-05   6.87246E-06
  0.00000E+00   7.63791E-05   1.05782E-05
  0.00000E+00   7.90542E-05   9.97844E-06
  0.00000E+00   8.94369E-05   9.36862E-06
  0.00000E+00   1.08030E-04   9.34375E-06
  0.00000E+00   1.36126E-04   1.02535E-05
  0.00000E+00   1.75849E-04   1.22851E-05
  0.00000E+00   2.30940E-04   1.56443E-05
  0.00000E+00   3.06827E-04   2.07129E-05
  0.00000E+00   4.11203E-04   2.80221E-05
  0.00000E+00   5.54503E-04   3.83435E-05
  0.00000E+00   7.51925E-04   5.26963E-05
  0.00000E+00   1.02447E-03   7.23620E-05
  0.00000E+00   1.40156E-03   9.91065E-05
  0.00000E+00   1.92413E-03   1.35379E-04
  0.00000E+00   2.65201E-03   1.84253E-04
  0.00000E+00   3.66799E-03   2.49939E-04
  0.00000E+00   5.09039E-03   3.38389E-04
  0.00000E+00   7.08635E-03   4.57105E-04
  0.00000E+00   9.89344E-03   6.16402E-04
  0.00000E+00   1.38451E-02   8.30220E-04
  0.00000E+00   1.94132E-02   1.11629E-03
  0.00000E+00   2.72547E-02   1.49827E-03
  0.00000E+00   3.82802E-02   2.00619E-03
  0.00000E+00   5.37364E-02   2.67725E-03
  0.00000E+00   7.52985E-02   3.55667E-03
  0.00000E+00   1.05171E-01   4.69677E-03
  0.00000E+00   1.46179E-01   6.15455E-03
  0.00000E+00   2.01815E-01   7.98476E-03
  0.00000E+00   2.76215E-01   1.02302E-02
  0.00000E+00   3.74000E-01   1.29014E-02
  0.00000E+00   4.99949E-01   1.59501E-02
  0.00000E+00   6.58479E-01   1.92352E-02
  0.00000E+00   8.53010E-01   2.24929E-02
  0.00000E+00   1.08540E+00   2.53166E-02
  0.00000E+00   1.35563E+00   2.71629E-02
  0.00000E+00   1.66204E+00   2.73863E-02
  0.00000E+00   2.00193E+00   2.52995E-02
  0.00000E+00   2.37244E+00   2.02734E-02
  0.00000E+00   2.77145E+00   1.18933E-02
  0.00000E+00   3.19825E+00   1.46543E-04
  0.00000E+00   3.65404E+00  -1.44840E-02
  0.00000E+00   4.14195E+00  -3.11478E-02
  0.00000E+00   4.66647E+00  -4.90630E-02
  0.00000E+00   5.23207E+00  -6.80343E-02
