  0.00000E+00   4.39138E-03   1.30329E-05
  0.00000E+00   3.94938E-03  -3.38180E-05
  0.00000E+00   3.35609E-03   4.17961E-06
  0.00000E+00   3.10102E-03  -5.60199E-05
  0.00000E+00   3.05263E-03  -5.26644E-05
  0.00000E+00   3.25672E-03   6.06392E-06
  0.00000E+00   3.50729E-03   4.80187E-05
  0.00000E+00   3.76508E-03  -3.05057E-06
  0.00000E+00   4.11121E-03  -3.72799E-05
  0.00000E+00   4.59429E-03  -1.86567E-05
  0.00000E+00   5.16066E-03  -5.91520E-05
  0.00000E+00   6.16253E-03  -3.61349E-05
  0.00000E+00   7.25961E-03  -1.71974E-05
  0.00000E+00   8.62196E-03  -1.13733E-05
  0.00000E+00   1.05123E-02  -1.21111E-05
  0.00000E+00   1.27901E-02  -3.07858E-06
  0.00000E+00   1.57260E-02  -1.83482E-05
  0.00000E+00   1.93629E-02  -3.90379E-05
  0.00000E+00   2.38091E-02  -2.18530E-05
  0.00000E+00   2.95287E-02   1.38454E-05
  0.00000E+00   3.68126E-02   5.79402E-05
  0.00000E+00   4.59574E-02   1.00639E-04
  0.00000E+00   5.72308E-02   1.12494E-04
  0.00000E+00   7.16066E-02   1.29904E-04
  0.00000E+00   8.99648E-02   1.65517E-04
  0.00000E+00   1.13065E-01   2.48732E-04
  0.00000E+00   1.42222E-01   3.23602E-04
  0.00000E+00   1.79110E-01   4.16892E-04
  0.00000E+00   2.25930E-01   5.79352E-04
  0.00000E+00   2.85222E-01   7.93985E-04
  0.00000E+00   3.60284E-01   1.01627E-03
  0.00000E+00   4.55366E-01   1.30490E-03
  0.00000E+00   5.75577E-01   1.70324E-03
  0.00000E+00   7.27453E-01   2.18732E-03
  0.00000E+00   9.19101E-01   2.73283E-03
  0.00000E+00   1.15999E+00   3.40322E-03
  0.00000E+00   1.46192E+00   4.16830E-03
  0.00000E+00   1.83880E+00   5.17829E-03
  0.00000E+00   2.30664E+00   6.50232E-03
  0.00000E+00   2.88382E+00   8.29005E-03
  0.00000E+00   3.59029E+00   1.08810E-02
  0.00000E+00   4.44712E+00   1.47872E-02
  0.00000E+00   5.47628E+00   2.06164E-02
  0.00000E+00   6.69868E+00   2.88262E-02
  0.00000E+00   8.13223E+00   3.97299E-02
  0.00000E+00   9.78975E+00   5.32504E-02
  0.00000E+00   1.16745E+01   6.89269E-02
  0.00000E+00   1.37759E+01   8.58506E-02
  0.00000E+00   1.60634E+01   1.02309E-01
  0.00000E+00   1.84808E+01   1.15691E-01
  0.00000E+00   2.09429E+01   1.23733E-01
  0.00000E+00   2.33349E+01   1.26721E-01
  0.00000E+00   2.55160E+01   1.28480E-01
  0.00000E+00   2.73260E+01   1.32098E-01
  0.00000E+00   2.86042E+01   1.40837E-01
  0.00000E+00   2.92374E+01   1.61200E-01
  0.00000E+00   2.92067E+01   1.96538E-01
  0.00000E+00   2.85857E+01   2.53328E-01
  0.00000E+00   2.75595E+01   3.58750E-01
  0.00000E+00   2.64120E+01   4.87800E-01
  0.00000E+00   2.53184E+01   5.64923E-01
  0.00000E+00   2.43041E+01   5.86826E-01
  0.00000E+00   2.32832E+01   5.87317E-01
  0.00000E+00   2.23077E+01   5.86321E-01
  0.00000E+00   2.15855E+01   6.26394E-01
  0.00000E+00   2.12838E+01   6.70524E-01
  0.00000E+00   2.13832E+01   6.94414E-01
  0.00000E+00   2.19322E+01   6.56224E-01
  0.00000E+00   2.27903E+01   5.79750E-01
  0.00000E+00   2.37366E+01   4.73575E-01
  0.00000E+00   2.47356E+01   3.79128E-01
  0.00000E+00   2.57781E+01   2.86784E-01
  0.00000E+00   2.69436E+01   1.96440E-01
  0.00000E+00   2.82243E+01   1.50036E-01
  0.00000E+00   2.96146E+01   1.17186E-01
  0.00000E+00   3.10904E+01   1.09692E-01
  0.00000E+00   3.27121E+01   1.07029E-01
  0.00000E+00   3.44338E+01   6.83770E-02
  0.00000E+00   3.60159E+01  -5.98356E-03
  0.00000E+00   3.72723E+01  -1.41381E-01
  0.00000E+00   3.81274E+01  -2.81779E-01
  0.00000E+00   3.86100E+01  -4.47903E-01
  0.00000E+00   3.87754E+01  -5.69343E-01
  0.00000E+00   3.86178E+01  -6.22573E-01
  0.00000E+00   3.81372E+01  -6.11256E-01
  0.00000E+00   3.76926E+01  -5.69305E-01
  0.00000E+00   3.74868E+01  -5.05165E-01
  0.00000E+00   3.74479E+01  -3.77979E-01
  0.00000E+00   3.76566E+01  -2.00122E-01
  0.00000E+00   3.78980E+01  -3.67563E-03
  0.00000E+00   3.79901E+01   1.24256E-01
  0.00000E+00   3.76928E+01   1.71343E-01
  0.00000E+00   3.71904E+01   2.04459E-01
  0.00000E+00   3.65777E+01   2.27667E-01
  0.00000E+00   3.62157E+01   2.21157E-01
  0.00000E+00   3.60628E+01   2.38948E-01
  0.00000E+00   3.59056E+01   3.18839E-01
  0.00000E+00   3.58552E+01   4.51988E-01
  0.00000E+00   3.58398E+01   6.37579E-01
  0.00000E+00   3.59998E+01   8.12939E-01
  0.00000E+00   3.65246E+01   9.13309E-01
  0.00000E+00   3.72670E+01   9.60557E-01
  0.00000E+00   3.79824E+01   8.63622E-01
  0.00000E+00   3.82908E+01   7.27556E-01
